property_id,city,property_type,area_sqft,bedrooms,bathrooms,property_age,distance_to_metro_km,crime_index,school_rating,parking_spaces,furnished,listing_date,price,sold,market_segment
252,Mumbai,Villa,1448,5,4,32,2.25,70.49,9.6,3,No,2022-08-25,3004344,0,Budget
253,Bengaluru,Independent House,3400,5,5,13,13.08,66.3,2.2,3,No,2025-03-26,2813944,0,Budget
254,Delhi,Villa,2625,2,2,3,2.55,87.12,3.8,3,Yes,2024-04-20,1065508,1,Budget
255,Mumbai,Plot,2587,3,3,12,1.8,76.87,3.0,1,Yes,2023-01-05,1431264,1,Budget
256,Nashik,Apartment,1505,7,5,15,6.48,43.28,2.0,2,Yes,2025-03-03,3204342,0,Budget
257,Chennai,Villa,4927,1,4,30,18.16,30.3,5.0,2,Yes,2023-03-12,500000,1,Budget
258,Hyderabad,Villa,3393,5,1,22,14.53,82.17,6.8,3,Yes,2022-09-06,1398838,1,Budget
259,Ahmedabad,Plot,930,3,5,20,6.58,5.52,1.1,2,Yes,2023-06-21,1360339,1,Budget
260,Nashik,Plot,4863,6,1,25,6.71,40.18,5.3,1,Yes,2025-07-12,1585096,1,Budget
261,Mumbai,Plot,2500,4,1,34,3.97,38.04,7.5,0,No,2022-04-08,2420423,0,Budget
262,Hyderabad,Independent House,3840,5,3,16,8.72,59.08,8.7,3,Yes,2024-03-05,2128229,0,Budget
263,Delhi,Independent House,4050,7,4,28,13.67,18.69,4.1,3,Yes,2023-08-22,2550393,0,Budget
264,Mumbai,Villa,2396,7,5,37,18.69,36.54,3.6,3,No,2022-05-05,3465909,0,Budget
265,Nashik,Plot,1141,3,1,36,2.63,41.15,9.6,0,No,2025-11-17,1939239,0,Budget
266,Pune,Villa,1474,4,4,36,2.17,18.75,3.1,0,No,2022-10-22,1970112,0,Budget
267,Bengaluru,Apartment,3362,7,4,36,3.76,75.54,9.1,1,No,2025-04-26,3811381,0,Budget
268,Ahmedabad,Plot,3103,4,4,28,11.51,15.33,1.2,1,Yes,2023-08-02,2135174,0,Budget
269,Chennai,Independent House,1266,7,4,30,13.14,38.3,5.7,1,Yes,2023-10-16,2534858,0,Budget
270,Nashik,Plot,4182,6,4,4,0.63,28.37,9.2,1,Yes,2025-12-03,3874707,0,Budget
271,Hyderabad,Villa,2532,1,4,26,19.64,2.09,3.1,0,No,2025-08-09,1415087,1,Budget
272,Ahmedabad,Independent House,1592,6,2,35,15.92,42.89,3.0,2,No,2024-03-08,1131832,1,Budget
273,Ahmedabad,Apartment,4421,3,2,16,4.68,5.83,5.4,2,No,2025-03-18,2450780,0,Budget
274,Ahmedabad,Apartment,2477,5,4,8,12.53,40.62,9.8,1,Yes,2025-10-01,2213455,0,Budget
275,Mumbai,Villa,1570,5,2,11,12.12,92.97,7.0,0,No,2022-08-27,1481778,1,Budget
276,Bengaluru,Plot,4583,3,5,14,12.95,34.68,8.3,1,Yes,2023-05-30,2736157,0,Budget
277,Mumbai,Apartment,990,2,3,22,18.3,68.89,8.9,0,No,2024-04-27,1073645,1,Budget
278,Hyderabad,Villa,3891,2,2,33,1.36,10.84,2.2,1,Yes,2024-01-10,662620,1,Budget
279,Mumbai,Independent House,2624,1,2,20,14.9,86.6,5.8,1,No,2024-04-11,500000,1,Budget
280,Pune,Independent House,3039,1,1,8,19.8,73.87,7.7,2,Yes,2023-10-01,1519609,1,Budget
281,Bengaluru,Villa,2016,7,3,1,17.89,59.16,5.9,1,No,2023-03-11,2905776,0,Budget
282,Bengaluru,Plot,3668,6,4,9,8.48,33.21,5.5,3,No,2025-02-05,2877489,0,Budget
283,Hyderabad,Plot,2895,2,4,7,12.7,39.97,5.5,1,Yes,2024-09-07,2628832,0,Budget
284,Chennai,Plot,1604,7,4,11,6.01,44.29,9.8,3,Yes,2024-03-13,3392012,0,Budget
285,Pune,Plot,564,6,5,37,13.89,47.48,2.9,1,Yes,2023-01-08,1411660,1,Budget
286,Nashik,Villa,2883,4,1,8,10.27,17.72,6.0,2,No,2024-07-29,2164080,0,Budget
287,Mumbai,Villa,4001,6,3,34,17.07,82.33,8.4,3,No,2024-04-05,2455356,0,Budget
288,Delhi,Independent House,4260,7,2,38,14.98,87.47,1.7,0,Yes,2022-06-13,1479252,1,Budget
289,Mumbai,Independent House,3727,4,1,7,0.49,31.1,6.3,2,No,2024-01-30,1727764,1,Budget
290,Ahmedabad,Plot,2256,2,2,22,19.46,64.53,7.1,0,No,2024-01-15,1038964,1,Budget
291,Mumbai,Apartment,2400,5,5,4,7.9,41.03,9.5,1,No,2023-04-28,3181371,0,Budget
292,Nashik,Apartment,4972,2,1,13,3.59,37.84,4.2,2,No,2025-01-01,1388848,1,Budget
293,Mumbai,Independent House,4852,5,1,16,17.91,81.59,2.0,0,Yes,2025-07-26,1026853,1,Budget
294,Pune,Independent House,2764,6,2,21,12.82,48.44,1.9,1,No,2023-01-30,2353319,0,Budget
295,Pune,Villa,1610,7,1,29,13.81,85.35,9.6,2,Yes,2024-08-30,2521122,0,Budget
296,Bengaluru,Independent House,3413,7,3,4,3.03,58.96,7.8,2,Yes,2024-12-01,3704413,0,Budget
297,Hyderabad,Independent House,2198,5,2,23,15.51,39.64,6.6,0,No,2024-12-03,1876862,0,Budget
298,Chennai,Plot,946,4,4,28,15.16,60.76,3.0,2,Yes,2022-03-01,684208,1,Budget
299,Delhi,Apartment,441,6,5,32,19.59,62.53,6.3,0,No,2025-08-14,2227216,0,Budget
300,Ahmedabad,Apartment,2148,4,2,18,13.55,84.8,4.8,2,Yes,2022-04-21,949814,1,Budget
301,Mumbai,Villa,3626,6,4,9,2.02,60.28,3.9,0,Yes,2023-06-06,3071917,0,Budget
302,Mumbai,Apartment,1960,4,2,14,7.65,5.08,9.8,1,No,2023-06-01,2325754,0,Budget
303,Nashik,Plot,4177,5,5,20,1.96,52.42,4.5,2,No,2025-12-09,2050886,0,Budget
304,Hyderabad,Plot,2966,5,4,24,10.79,46.93,3.3,0,Yes,2023-07-31,2442051,0,Budget
305,Pune,Villa,4691,1,2,20,4.67,17.79,5.3,3,Yes,2025-12-18,1604125,1,Budget
306,Delhi,Independent House,2167,7,2,0,1.25,41.97,6.6,0,No,2023-10-30,2893125,0,Budget
307,Bengaluru,Independent House,1720,2,3,22,10.08,85.59,9.8,3,No,2025-09-21,1502991,1,Budget
308,Pune,Plot,4930,4,5,16,8.2,31.95,2.7,0,No,2023-04-19,2456045,0,Budget
309,Ahmedabad,Villa,4344,3,3,13,2.4,20.22,4.0,2,No,2022-02-22,1139999,1,Budget
310,Hyderabad,Plot,2155,3,3,35,17.95,62.72,9.6,1,Yes,2025-02-02,1541118,1,Budget
311,Ahmedabad,Apartment,4263,5,4,33,8.02,33.65,6.4,0,Yes,2024-07-05,2410470,0,Budget
312,Chennai,Apartment,4976,1,5,20,13.53,32.27,3.8,2,Yes,2023-11-12,1833563,1,Budget
313,Bengaluru,Plot,682,7,5,15,0.64,93.47,4.6,3,Yes,2024-05-10,2767888,0,Budget
314,Chennai,Independent House,4210,2,3,18,2.28,2.64,7.5,0,No,2022-02-08,1841452,1,Budget
315,Nashik,Apartment,1226,5,1,0,15.26,39.04,2.0,0,No,2025-03-06,2086805,0,Budget
316,Ahmedabad,Villa,4403,2,4,11,5.18,33.82,4.8,1,Yes,2025-02-27,1873056,0,Budget
317,Nashik,Independent House,689,5,3,27,13.05,90.8,4.4,1,No,2023-06-09,1098584,1,Budget
318,Mumbai,Apartment,963,4,5,27,17.1,3.41,2.6,2,Yes,2025-04-14,1468524,1,Budget
319,Chennai,Plot,4997,1,3,28,17.03,13.74,6.5,3,No,2025-01-30,1318762,1,Budget
320,Hyderabad,Independent House,1053,4,2,24,14.08,20.89,5.6,3,Yes,2023-05-14,2254763,0,Budget
321,Ahmedabad,Independent House,3530,6,5,34,14.66,18.95,1.3,3,No,2025-10-30,1954265,0,Budget
322,Delhi,Apartment,1480,4,3,27,1.6,51.45,3.9,0,No,2024-08-15,2671743,0,Budget
323,Bengaluru,Villa,2055,7,4,25,15.28,16.26,1.6,0,Yes,2022-05-01,2448276,0,Budget
324,Pune,Apartment,3508,3,3,33,2.76,77.91,8.3,1,Yes,2023-03-12,1333826,1,Budget
325,Hyderabad,Apartment,4169,3,1,22,14.28,97.5,7.8,0,Yes,2022-12-10,500000,1,Budget
326,Hyderabad,Apartment,866,3,3,34,11.84,87.17,3.6,2,Yes,2025-05-23,857840,1,Budget
327,Nashik,Apartment,4259,3,4,13,2.04,18.49,5.7,3,No,2023-04-28,2656829,0,Budget
328,Chennai,Apartment,3934,6,5,0,9.74,14.89,6.8,3,Yes,2024-09-13,3423341,0,Budget
329,Ahmedabad,Plot,2427,5,1,20,15.02,85.61,8.9,1,No,2024-11-22,2469018,0,Budget
330,Ahmedabad,Apartment,3656,5,3,34,7.97,52.18,4.4,2,Yes,2025-05-30,1881458,0,Budget
331,Mumbai,Villa,4092,1,3,25,18.5,5.21,1.8,2,Yes,2025-01-21,1682815,1,Budget
332,Mumbai,Independent House,3815,3,1,39,13.14,6.89,1.9,1,Yes,2025-01-14,630803,1,Budget
333,Bengaluru,Plot,3300,3,1,21,2.95,23.31,4.0,2,No,2022-05-29,720292,1,Budget
334,Nashik,Villa,2367,5,5,12,3.82,22.84,6.5,2,Yes,2023-02-28,2907484,0,Budget
335,Hyderabad,Apartment,3060,2,1,21,5.75,12.46,2.1,0,No,2022-06-04,1624017,1,Budget
336,Ahmedabad,Villa,2652,6,2,31,17.06,66.56,5.5,1,Yes,2025-01-09,1839852,1,Budget
337,Delhi,Independent House,2426,7,5,11,16.1,4.58,9.1,3,Yes,2025-06-28,3823125,0,Budget
338,Nashik,Villa,4953,4,5,15,13.05,74.55,9.9,2,No,2024-02-05,3342917,0,Budget
339,Bengaluru,Apartment,3134,1,3,39,14.68,95.27,4.4,3,No,2024-02-27,500000,1,Budget
340,Bengaluru,Independent House,1654,5,4,14,16.51,51.6,1.1,3,Yes,2025-05-27,2346542,0,Budget
341,Nashik,Apartment,1691,5,2,28,14.37,11.62,6.2,0,No,2023-02-15,2109228,0,Budget
342,Bengaluru,Apartment,1345,4,4,7,9.4,67.31,10.0,3,No,2025-04-12,2729497,0,Budget
343,Nashik,Plot,2186,7,5,23,6.38,17.05,8.3,3,No,2025-12-13,2873916,0,Budget
344,Pune,Independent House,888,1,2,14,17.49,58.07,8.4,2,Yes,2025-09-30,1093494,1,Budget
345,Nashik,Independent House,4535,7,3,13,11.87,56.52,5.5,1,No,2022-11-22,2851096,0,Budget
346,Chennai,Apartment,1147,5,4,1,7.79,71.82,1.8,0,Yes,2025-08-19,2084410,0,Budget
347,Nashik,Villa,2022,3,3,23,7.97,90.46,9.6,1,Yes,2024-03-04,2263988,0,Budget
348,Bengaluru,Independent House,755,3,2,31,8.59,82.03,6.1,0,Yes,2024-06-29,990828,1,Budget
349,Ahmedabad,Villa,3139,5,1,31,5.39,48.99,4.1,2,No,2023-05-24,1150915,1,Budget
350,Chennai,Villa,2015,2,2,15,4.63,5.21,4.6,0,Yes,2022-11-16,1635588,1,Budget
351,Bengaluru,Independent House,3990,2,2,20,11.29,80.88,4.2,2,Yes,2025-01-21,1582286,1,Budget
352,Mumbai,Villa,3210,2,3,2,0.7,4.66,7.6,3,Yes,2022-04-30,3206628,0,Budget
353,Mumbai,Independent House,3548,6,3,39,1.11,12.77,5.3,0,Yes,2025-10-25,2727624,0,Budget
354,Ahmedabad,Plot,1115,3,4,3,17.34,18.03,2.5,2,No,2025-03-31,1883709,0,Budget
355,Ahmedabad,Independent House,4330,6,1,9,4.46,6.61,6.5,1,Yes,2024-12-01,3165916,0,Budget
356,Chennai,Independent House,4896,3,2,0,0.77,27.92,2.4,0,No,2024-10-03,2715375,0,Budget
357,Pune,Independent House,4725,4,1,2,19.83,28.92,1.1,1,No,2024-06-23,1364936,1,Budget
358,Ahmedabad,Plot,3793,7,1,6,4.2,8.79,7.6,0,Yes,2025-10-03,3329475,0,Budget
359,Mumbai,Villa,4562,2,5,25,9.62,56.04,5.7,1,No,2025-12-04,1195514,1,Budget
360,Nashik,Plot,2082,4,1,25,16.98,23.86,7.5,3,Yes,2025-09-01,2337587,0,Budget
361,Bengaluru,Villa,3693,5,1,13,14.39,98.37,8.0,0,Yes,2025-11-15,1644091,1,Budget
362,Mumbai,Independent House,1846,6,3,5,6.9,74.73,4.4,3,Yes,2023-03-16,3150620,0,Budget
363,Mumbai,Independent House,1919,7,1,14,3.13,90.73,5.3,0,Yes,2024-01-04,2399959,0,Budget
364,Pune,Plot,4710,6,5,34,12.17,33.42,7.0,1,No,2024-09-02,2872146,0,Budget
365,Chennai,Plot,2937,7,2,9,9.06,79.97,4.8,1,Yes,2022-01-08,2184080,0,Budget
366,Chennai,Plot,739,5,1,10,1.09,42.4,3.2,1,No,2024-03-04,2146377,0,Budget
367,Hyderabad,Plot,511,1,4,31,9.09,32.61,9.3,2,No,2025-05-16,1641872,1,Budget
368,Pune,Independent House,4877,1,4,27,3.09,6.32,8.9,3,No,2022-08-19,2259900,0,Budget
369,Nashik,Independent House,4137,7,1,4,11.6,21.7,9.5,2,No,2024-03-14,4008670,0,Budget
370,Chennai,Apartment,4581,1,2,24,19.89,95.53,1.2,1,Yes,2025-12-26,500000,1,Budget
371,Bengaluru,Plot,4856,1,4,26,1.59,66.72,8.9,0,Yes,2023-05-29,586975,1,Budget
372,Ahmedabad,Plot,883,6,4,12,13.39,28.5,6.5,3,No,2025-01-23,3010102,0,Budget
373,Pune,Villa,4969,6,3,37,19.22,61.98,5.1,1,Yes,2025-01-19,1573690,1,Budget
374,Ahmedabad,Villa,1280,3,4,20,6.21,39.44,8.6,1,No,2023-08-22,2771743,0,Budget
375,Mumbai,Independent House,3502,4,4,10,12.42,95.87,7.5,1,No,2024-05-16,1511574,1,Budget
376,Bengaluru,Apartment,567,6,1,23,19.61,28.45,8.3,3,Yes,2023-05-21,2657419,0,Budget
377,Bengaluru,Plot,3691,3,1,25,12.26,72.75,9.2,0,Yes,2024-05-01,863795,1,Budget
378,Mumbai,Apartment,2135,5,2,7,16.94,91.99,3.1,2,No,2024-04-27,1854516,1,Budget
379,Pune,Apartment,4862,6,2,3,19.73,77.43,4.8,1,Yes,2025-11-23,2192088,0,Budget
380,Mumbai,Independent House,1948,2,4,12,18.31,74.36,1.7,3,Yes,2025-10-29,1604899,1,Budget
381,Ahmedabad,Apartment,1246,2,2,38,17.96,4.17,7.5,0,Yes,2023-11-13,500000,1,Budget
382,Hyderabad,Plot,3352,7,2,30,14.77,59.86,2.9,0,Yes,2022-01-03,1609297,1,Budget
383,Bengaluru,Independent House,1287,4,5,28,8.78,37.21,1.8,1,Yes,2023-02-21,1117469,1,Budget
384,Delhi,Apartment,2316,4,3,4,10.48,80.0,5.0,3,No,2022-09-16,1823026,1,Budget
385,Delhi,Independent House,1711,5,3,37,2.38,7.2,9.6,3,Yes,2024-04-01,2617888,0,Budget
386,Ahmedabad,Independent House,4453,3,5,11,5.46,13.51,4.0,3,Yes,2024-08-03,2292042,0,Budget
387,Nashik,Villa,3526,7,5,5,5.37,17.82,9.1,0,No,2022-06-04,3849736,0,Budget
388,Chennai,Independent House,3714,2,2,12,8.98,51.64,7.9,1,Yes,2022-08-06,1450753,1,Budget
389,Mumbai,Apartment,2600,3,4,16,14.3,45.84,10.0,3,No,2024-02-01,2726978,0,Budget
390,Mumbai,Villa,4664,5,5,24,3.26,32.56,5.1,0,Yes,2022-04-10,1771106,1,Budget
391,Nashik,Plot,2217,3,2,7,11.98,18.83,3.2,3,Yes,2024-11-08,1970474,0,Budget
392,Nashik,Plot,3580,2,1,36,18.36,71.27,7.0,0,Yes,2024-11-02,554784,1,Budget
393,Ahmedabad,Plot,3343,6,3,3,6.86,24.68,2.5,0,Yes,2023-09-17,3387905,0,Budget
394,Ahmedabad,Plot,4336,5,5,6,7.66,87.02,3.5,3,No,2024-12-14,2369859,0,Budget
395,Nashik,Plot,4145,3,5,32,3.13,53.2,7.9,2,Yes,2024-06-20,1809987,1,Budget
396,Bengaluru,Apartment,4245,3,5,11,13.22,51.09,9.1,2,No,2022-06-27,2837242,0,Budget
397,Ahmedabad,Independent House,4142,7,3,36,10.9,18.12,4.0,3,Yes,2022-01-21,2886924,0,Budget
398,Hyderabad,Villa,2162,3,5,7,15.05,18.23,8.3,2,No,2023-09-23,2906266,0,Budget
399,Ahmedabad,Independent House,1583,7,2,11,19.32,90.86,5.1,2,No,2022-11-12,2197434,0,Budget
400,Mumbai,Independent House,3257,3,3,24,14.65,77.79,5.7,2,No,2022-02-11,627424,1,Budget
401,Ahmedabad,Apartment,4296,4,3,20,3.65,50.0,2.4,0,Yes,2025-12-29,1685320,1,Budget
402,Bengaluru,Apartment,2776,5,4,31,15.32,38.51,7.8,2,Yes,2024-07-06,1774521,1,Budget
403,Nashik,Apartment,3005,5,5,27,16.6,51.97,2.6,2,Yes,2025-07-31,2257071,0,Budget
404,Mumbai,Villa,743,3,2,12,15.33,19.51,8.2,1,Yes,2024-12-21,1419658,1,Budget
405,Ahmedabad,Apartment,1034,3,5,27,19.17,33.68,1.8,3,Yes,2024-02-23,1277219,1,Budget
406,Bengaluru,Independent House,1637,7,2,19,3.21,10.21,7.7,0,No,2023-12-23,2039186,0,Budget
407,Hyderabad,Villa,3629,6,1,14,6.38,96.81,8.3,2,No,2022-09-21,2531651,0,Budget
408,Ahmedabad,Apartment,4659,4,5,13,6.92,50.94,1.1,2,No,2024-12-04,2372990,0,Budget
409,Bengaluru,Apartment,4777,6,3,7,12.93,68.4,1.8,1,No,2023-10-18,2387346,0,Budget
410,Hyderabad,Apartment,2577,7,4,25,15.39,64.88,1.6,2,Yes,2024-09-10,1309182,1,Budget
411,Nashik,Independent House,3323,2,5,9,6.64,54.17,6.0,0,No,2023-11-25,2303994,0,Budget
412,Ahmedabad,Apartment,1728,4,3,30,19.64,60.83,10.0,0,No,2025-05-25,1802565,1,Budget
413,Hyderabad,Independent House,2493,3,3,8,16.76,81.47,9.9,2,Yes,2022-04-11,2442130,0,Budget
414,Mumbai,Villa,1636,7,4,5,8.56,85.46,6.9,0,No,2024-06-19,2826781,0,Budget
415,Nashik,Apartment,1833,3,1,7,3.09,81.05,8.4,0,Yes,2022-01-28,1276206,1,Budget
416,Mumbai,Plot,4487,3,1,39,8.53,35.13,4.9,1,No,2022-08-26,1734292,1,Budget
417,Delhi,Plot,2401,3,3,33,14.92,55.48,3.7,2,Yes,2023-09-19,950648,1,Budget
418,Pune,Independent House,2256,4,1,6,5.39,93.28,5.9,1,No,2023-06-03,1017155,1,Budget
419,Ahmedabad,Apartment,1932,3,5,17,7.6,55.74,5.1,2,No,2022-11-05,2175179,0,Budget
420,Hyderabad,Apartment,2449,2,2,18,2.91,36.4,8.3,0,Yes,2022-03-10,1684747,1,Budget
421,Pune,Plot,2270,1,1,30,17.07,38.01,2.0,1,Yes,2024-06-21,827504,1,Budget
422,Pune,Villa,2127,7,2,15,17.04,82.45,7.6,1,No,2023-06-18,2322963,0,Budget
423,Hyderabad,Villa,2700,2,2,28,4.75,42.37,2.4,3,No,2025-11-27,1571145,1,Budget
424,Nashik,Independent House,1895,6,3,21,10.51,43.5,5.4,3,Yes,2022-10-15,2644919,0,Budget
425,Ahmedabad,Plot,3275,3,1,21,0.79,90.39,1.3,1,Yes,2022-05-22,1518027,1,Budget
426,Delhi,Independent House,488,4,2,11,18.08,76.72,7.9,1,Yes,2024-01-22,1638717,1,Budget
427,Mumbai,Independent House,2328,6,1,15,17.46,33.81,9.5,1,No,2024-01-30,2440601,0,Budget
428,Bengaluru,Villa,1438,3,3,11,14.59,21.71,4.7,2,Yes,2022-09-05,2268595,0,Budget
429,Mumbai,Plot,3636,6,5,22,19.74,49.96,5.3,1,Yes,2022-12-27,2171447,0,Budget
430,Bengaluru,Independent House,2267,4,3,16,16.6,15.11,5.5,1,No,2023-03-21,2318019,0,Budget
431,Mumbai,Villa,4395,6,2,31,6.17,28.27,4.7,0,Yes,2023-06-15,2563737,0,Budget
432,Hyderabad,Villa,1842,7,3,8,8.33,13.93,1.3,1,Yes,2022-10-05,1986548,0,Budget
433,Delhi,Apartment,4305,1,1,21,17.61,3.55,9.3,3,Yes,2023-11-19,1105967,1,Budget
434,Ahmedabad,Plot,4173,7,5,19,10.65,93.15,3.0,3,No,2024-01-22,3031095,0,Budget
435,Bengaluru,Plot,868,5,5,2,15.72,35.16,6.5,1,No,2024-07-04,2730150,0,Budget
436,Ahmedabad,Apartment,1040,2,5,18,5.08,39.96,3.4,3,Yes,2022-03-04,791519,1,Budget
437,Ahmedabad,Independent House,4331,1,5,3,10.55,5.24,2.2,2,No,2022-07-04,1725613,1,Budget
438,Ahmedabad,Villa,836,3,5,27,8.99,69.5,8.6,1,No,2022-04-02,2615429,0,Budget
439,Chennai,Villa,4700,4,4,10,0.34,54.94,3.2,1,Yes,2024-05-01,2665361,0,Budget
440,Nashik,Villa,1355,7,3,6,2.22,86.79,2.4,1,Yes,2023-04-23,1700131,1,Budget
441,Mumbai,Apartment,4092,6,1,30,13.72,80.13,3.7,1,No,2025-06-12,1023212,1,Budget
442,Ahmedabad,Villa,2085,4,5,19,14.33,94.71,7.5,2,Yes,2024-11-15,2124237,0,Budget
443,Mumbai,Independent House,684,5,2,25,7.4,68.45,6.5,2,Yes,2024-07-28,1496629,1,Budget
444,Ahmedabad,Independent House,2884,7,4,9,2.3,88.51,3.8,3,Yes,2024-06-16,3883002,0,Budget
445,Bengaluru,Apartment,1562,6,5,37,0.42,42.6,5.1,1,No,2025-02-08,2750661,0,Budget
446,Nashik,Independent House,3362,1,3,16,14.14,18.86,9.9,1,Yes,2025-07-19,2145451,0,Budget
447,Nashik,Plot,1837,2,2,34,11.9,17.33,3.3,0,No,2025-02-08,535362,1,Budget
448,Hyderabad,Plot,1971,7,5,9,13.31,41.6,6.6,0,No,2025-11-10,3272011,0,Budget
449,Chennai,Villa,4409,6,2,21,3.22,35.59,6.7,0,No,2023-07-09,2275633,0,Budget
450,Hyderabad,Villa,789,4,3,20,2.4,74.92,9.5,2,Yes,2024-12-05,2353347,0,Budget
451,Hyderabad,Plot,2645,2,4,30,9.17,15.49,7.9,3,Yes,2025-08-03,2014004,0,Budget
452,Hyderabad,Independent House,956,7,5,17,4.03,32.38,9.9,3,Yes,2025-11-14,4027417,0,Budget
453,Hyderabad,Apartment,2400,3,5,12,8.78,56.74,8.4,2,Yes,2025-09-27,1440089,1,Budget
454,Hyderabad,Villa,2904,4,1,12,15.87,64.77,2.3,2,No,2022-01-30,1539411,1,Budget
455,Delhi,Villa,3925,6,3,0,4.17,9.41,6.2,2,Yes,2023-09-21,3663058,0,Budget
456,Nashik,Plot,1510,4,1,23,7.04,2.11,5.1,0,No,2022-10-19,1238376,1,Budget
457,Hyderabad,Plot,4719,1,4,9,15.36,94.87,6.0,1,No,2025-03-01,898085,1,Budget
458,Ahmedabad,Apartment,1676,5,1,34,8.16,98.82,6.0,0,Yes,2023-05-23,1351098,1,Budget
459,Nashik,Villa,3666,3,1,1,11.48,36.12,1.4,1,No,2022-04-30,500000,1,Budget
460,Nashik,Independent House,1800,6,5,7,4.27,27.47,4.8,0,No,2024-12-17,3723723,0,Budget
461,Pune,Independent House,4625,7,2,1,17.42,75.78,8.4,1,Yes,2024-05-22,3411925,0,Budget
462,Delhi,Plot,2435,5,1,36,6.52,42.82,6.4,3,Yes,2024-03-28,1538000,1,Budget
463,Hyderabad,Apartment,1856,7,5,9,9.33,99.51,3.1,2,No,2024-05-05,2405772,0,Budget
464,Mumbai,Plot,1752,6,2,25,4.03,53.93,5.7,0,No,2025-03-23,1745434,1,Budget
465,Bengaluru,Apartment,1331,7,1,8,4.23,44.93,9.4,3,Yes,2022-12-23,3465226,0,Budget
466,Chennai,Independent House,2284,1,1,35,8.81,7.35,1.5,3,No,2025-09-22,500000,1,Budget
467,Ahmedabad,Apartment,3347,2,1,13,3.99,90.7,7.0,2,Yes,2024-02-16,1035663,1,Budget
468,Mumbai,Independent House,4580,1,3,3,19.87,98.4,6.7,3,No,2023-01-29,1168598,1,Budget
469,Delhi,Apartment,4702,6,1,23,11.29,76.23,9.6,0,No,2025-09-24,2102438,0,Budget
470,Bengaluru,Plot,811,1,1,21,1.35,44.13,7.8,1,No,2025-11-15,638421,1,Budget
471,Delhi,Independent House,4393,1,3,31,1.91,47.68,1.3,0,No,2024-10-31,500000,1,Budget
472,Ahmedabad,Villa,520,6,3,36,9.29,69.97,9.3,1,No,2025-01-15,2658264,0,Budget
473,Nashik,Villa,1880,4,4,5,1.11,24.38,3.2,2,Yes,2024-05-25,1491565,1,Budget
474,Bengaluru,Independent House,408,3,5,11,14.96,67.03,10.0,3,No,2025-05-24,1518660,1,Budget
475,Nashik,Villa,4807,2,2,26,14.18,13.3,1.9,1,No,2024-05-19,571364,1,Budget
476,Ahmedabad,Independent House,3675,5,2,34,15.15,96.28,2.3,1,Yes,2022-02-15,1247205,1,Budget
477,Mumbai,Plot,899,6,5,28,15.09,84.71,5.8,1,Yes,2025-03-03,2134378,0,Budget
478,Ahmedabad,Plot,3097,2,1,39,3.75,32.43,6.1,0,No,2023-07-01,1704723,1,Budget
479,Mumbai,Apartment,4640,7,2,7,17.89,64.83,1.7,2,No,2025-09-26,2111492,0,Budget
480,Bengaluru,Villa,4896,4,2,1,16.75,95.49,5.3,3,Yes,2023-08-07,1783712,1,Budget
481,Bengaluru,Villa,3374,4,3,4,10.81,31.58,5.3,1,No,2024-07-22,1538592,1,Budget
482,Hyderabad,Villa,1085,5,4,0,5.05,31.2,7.7,0,Yes,2022-08-04,2326419,0,Budget
483,Delhi,Independent House,1154,4,4,9,18.08,47.89,3.0,0,No,2024-07-22,500000,1,Budget
484,Hyderabad,Plot,4978,6,4,29,15.38,21.03,4.4,0,No,2023-02-03,2548739,0,Budget
485,Delhi,Villa,2547,7,3,36,0.2,92.33,6.8,2,Yes,2022-09-11,2486906,0,Budget
486,Hyderabad,Apartment,3052,7,1,17,7.98,7.69,9.7,2,No,2023-01-14,3519571,0,Budget
487,Nashik,Villa,2714,5,3,30,7.58,95.58,1.8,0,No,2025-07-07,1424846,1,Budget
488,Bengaluru,Apartment,4456,4,2,2,11.91,27.21,3.0,3,No,2023-04-27,1738158,1,Budget
489,Mumbai,Villa,2697,1,2,6,5.12,14.05,1.3,1,No,2024-07-26,895881,1,Budget
490,Delhi,Villa,4934,7,5,34,17.95,52.58,9.2,2,Yes,2024-01-03,3379534,0,Budget
491,Ahmedabad,Plot,4079,4,4,19,3.1,22.3,1.6,3,No,2024-12-16,3247427,0,Budget
492,Delhi,Apartment,786,5,2,39,5.35,38.01,5.1,1,No,2022-09-18,789323,1,Budget
493,Mumbai,Villa,1885,5,3,5,4.82,87.02,1.2,0,Yes,2024-03-22,1635463,1,Budget
494,Hyderabad,Apartment,2943,5,3,22,3.03,34.14,5.8,3,No,2022-02-12,2799789,0,Budget
495,Delhi,Apartment,536,3,5,23,7.21,2.77,7.3,3,Yes,2023-12-07,2516722,0,Budget
496,Chennai,Plot,3027,2,5,17,4.79,39.58,1.3,0,Yes,2023-03-22,1073797,1,Budget
497,Nashik,Plot,4668,2,5,4,10.23,90.27,8.2,1,No,2025-04-03,3004550,0,Budget
498,Bengaluru,Apartment,2449,1,5,29,18.77,24.15,5.1,3,Yes,2023-09-24,707933,1,Budget
499,Mumbai,Plot,1256,7,5,25,1.04,41.78,7.9,1,No,2023-02-20,3160627,0,Budget
500,Bengaluru,Villa,4993,5,5,1,15.62,32.36,7.3,3,No,2024-05-14,2627453,0,Budget
501,Chennai,Villa,1543,6,5,4,16.65,9.82,8.4,1,No,2023-02-26,3121182,0,Budget
502,Delhi,Plot,3237,7,5,20,1.56,66.11,5.9,2,No,2024-03-18,3360782,0,Budget
